text,attribute,model answer,model choise,answer
テ・アナウ,湖岸の地域区分,1.0,crowd,1
アイヌ語の「シュンク・ニタイ」（エゾマツ林）が由来の,名前の謂れ,0.0,crowd,0
灌漑用,成因,1.0,crowd,1
M,動物,0.0,crowd,0
旧忍川,流入・流出河川,0.0,crowd,0
羽咋川,流入・流出河川,1.0,crowd,1
リュウキュウスガモ,植物,1.0,crowd,1
ブルフロッグ・マリーナ,湖岸の地域区分,0.0,crowd,0
カスピの名は古代に南西岸にいたカス族あるいはカスピ族に由来する。カスピ海に近い現在のイラン・ガズヴィーン州都ガズヴィーンは同じ語源であると言われる。現代のペルシア語では一般に「ハザール海」دریای▁خزرと呼ば,名前の謂れ,0.0,crowd,0
三日月湖,種類,1.0,crowd,1
東経84度00分,幅,0.0,crowd,0
Ol,島,0.0,crowd,0
ティエンチ,読み,0.0,crowd,0
古利根川,流入・流出河川,1.0,crowd,1
0,面積,0.0,crowd,0
オンタリオこ,読み,1.0,crowd,1
アゼルバイジャン,国,1.0,crowd,0
北緯,座標・緯度,0.0,crowd,0
焼岳が1915年に噴火し、泥流によって梓川が堰き止められて形成された,成因,0.0,crowd,1
134,座標・経度,0.0,crowd,0
桜,植物,1.0,crowd,0
87,座標・経度,0.0,crowd,0
北緯30.567度,座標・緯度,1.0,system,0
淡水,水質（淡水・汽水）,0.0,crowd,0
埼玉県久喜市,所在地,1.0,crowd,1
カナダとの国境の一部でない唯一の湖である。南側から時計回りにインディアナ州,所在地,0.0,crowd,0
ツルシギ,動物,1.0,crowd,1
マガモ,別名,0.0,crowd,0
中国,国,0.0,crowd,0
忍城主の阿部正允により建てられた,成因,1.0,crowd,0
北緯,座標・緯度,0.0,crowd,0
・大字日野手新田・大字,所在地,0.0,crowd,0
Prespa,別名,1.0,crowd,1
3.2▁km3,貯水量,1.0,crowd,1
チャーチル川の途中,所在地,0.0,crowd,0
スジエビ,別名,0.0,crowd,0
モラップ山,流入・流出河川,0.0,crowd,0
荒川中流域,所在地,0.0,crowd,0
京丹後市,湖岸の地域区分,0.0,crowd,0
シオニラ,植物,0.0,crowd,0
約2万年前,形成時期,1.0,crowd,0
Lago▁Cami,動物,0.0,crowd,0
上高地,所在地,0.0,crowd,1
0.0143▁km3,貯水量,1.0,crowd,1
最長径164km,幅,0.0,crowd,0
漁業,産業,1.0,crowd,1
約一万年前に地殻変動による崖崩れで谷がせき止められてできたと考えられている堰止湖,成因,0.0,crowd,0
東経138.56083度,座標・経度,1.0,system,0
東経143度52分33秒,幅,1.0,system,0
東経139.627722度,座標・経度,1.0,system,0
ザルツカンマーグートエリア,所在地,1.0,crowd,1
マーザンダラーン州,所在地,0.0,crowd,0
西洱河,流入・流出河川,0.0,crowd,1
セブルーガ,動物,1.0,crowd,1
漁業補償金,産業,0.0,crowd,0
Pont,湖岸の地域区分,0.0,crowd,0
マール,形成時期,0.0,crowd,0
アサハン,島,0.0,crowd,0
湖,種類,1.0,crowd,1
る考え,国,0.0,crowd,0
ヒシ,植物,1.0,crowd,1
中央アジアの大草原,所在地,0.0,system,0
洱海の月,観光地,0.0,crowd,0
"約4,300メートル",水面標高,1.0,system,1
淡水湖,水質（淡水・汽水）,0.0,crowd,1
ヴォルガ川,流入・流出河川,1.0,crowd,0
泥濘池,動物,0.0,crowd,0
東経143.87583度,幅,0.0,crowd,0
デュランス,流入・流出河川,0.0,crowd,0
貯水池,種類,1.0,crowd,1
・,所在地,0.0,crowd,0
ユタ州,所在地,0.0,crowd,0
116▁▁km,周囲長,1.0,crowd,1
ガリラヤ湖の北,所在地,1.0,crowd,1
Birket▁Qarun,別名,1.0,crowd,0
中,成因,0.0,crowd,0
84.8平方キロ,面積,0.0,crowd,0
134.0939722,座標・経度,0.0,crowd,0
ニュージーランド南島サウスランド地方サウスランド地区,所在地,0.0,crowd,0
農具川,流入・流出河川,1.0,crowd,1
ノーザンパイク,別名,0.0,crowd,0
36.50083,島,0.0,crowd,0
支笏湖ボートハウス,観光地,1.0,crowd,1
Little,動物,0.0,crowd,0
入浜塩田造成に適した,成因,0.0,crowd,0
42.75000,座標・緯度,1.0,crowd,0
40.933,座標・緯度,1.0,system,0
コイ,観光地,0.0,crowd,0
緑の湖,動物,0.0,crowd,0
利根川旧流路,流入・流出河川,0.0,crowd,0
サンタバーバラ,湖岸の地域区分,0.0,crowd,0
"5,380▁ft",平均水深,0.0,crowd,0
を分けて刈り込み、この池に封じ込めたという伝説から名づけられた,名前の謂れ,0.0,crowd,0
ニシン,動物,1.0,crowd,1
日本,公園,0.0,crowd,0
المعارف▁فارسى،▁جلد▁اول،▁ص٨٩٣-٨٩٥,読み,0.0,crowd,0
42.006,座標・緯度,0.0,crowd,0
福井県大野市の願経寺山のふもと幅ヶ平,所在地,1.0,crowd,1
ファー,所在地,0.0,crowd,0
氷河湖,形成時期,0.0,crowd,0
imutaike,動物,0.0,crowd,0
鳥子川,流入・流出河川,1.0,crowd,1
"14,570▁ft",水面標高,1.0,crowd,1
36.1364833,座標・緯度,1.0,crowd,0
トンボ,別名,0.0,crowd,0
コイ,動物,1.0,crowd,1
富士六湖,動物,0.0,crowd,0
2.,座標・緯度,0.0,crowd,0
川が,成因,0.0,crowd,0
泥濘,名前の謂れ,0.0,crowd,0
ワニ,別名,0.0,crowd,0
東経138度16分5.82秒,座標・経度,1.0,system,0
北緯35.34417度,座標・緯度,1.0,system,0
七条大滝,構成する湖沼,1.0,crowd,0
桜ヶ池公園,観光地,0.0,crowd,1
101.64417,幅,0.0,crowd,0
カスピトラ,別名,0.0,crowd,0
滝,構成する湖沼,0.0,crowd,0
12▁▁km,周囲長,1.0,crowd,1
海跡湖,形成時期,0.0,crowd,0
与謝野鉄幹・晶子夫妻が当地を訪れて数多くの短歌を残した,成因,0.0,crowd,0
295▁▁m,水面標高,1.0,crowd,1
西経85.350度,座標・経度,1.0,crowd,0
黄緑藻類,動物,0.0,crowd,0
T,最大水深,0.0,crowd,0
日本,国,1.0,crowd,1
北スマトラ州,所在地,1.0,crowd,1
火山湖,成因,1.0,crowd,1
ダコタ語で「大きな水」の意味,名前の謂れ,0.0,crowd,0
東経136度52分52.4秒,座標・経度,1.0,system,0
北海道根室市、野付郡別海町にまたがる,所在地,1.0,crowd,1
西経67.81222度,幅,1.0,system,0
桜川,植物,0.0,crowd,0
1.69[1]▁km2周囲長6.5,面積,0.0,crowd,0
34.92944,座標・緯度,1.0,crowd,0
湖,種類,0.0,crowd,1
ビラデスト今津,観光地,0.0,crowd,0
マケドニア,島,0.0,crowd,0
西経67度59分,座標・経度,1.0,system,0
10ｍ,水深,1.0,crowd,0
カスピかい,読み,1.0,system,1
印旛捷水路,流入・流出河川,0.0,crowd,0
愛媛県伊予市,所在地,1.0,crowd,0
灌漑,成因,0.0,crowd,0
フラミンゴ,動物,1.0,crowd,1
栃木県,湖岸の地域区分,0.0,crowd,0
マリニャーヌ,所在地,0.0,crowd,0
ボラ,動物,0.0,crowd,0
北緯33度33分9秒,島,1.0,system,0
東経36度05分,座標・経度,1.0,system,0
テラピア,別名,0.0,crowd,0
北緯11.617,座標・緯度,0.0,crowd,0
長野県松本市安曇,所在地,1.0,crowd,1
トルキスタン自治ソビエト社会主義共和国,国,0.0,crowd,1
石油,産業,1.0,crowd,0
ボツワナ北部,国内位置,1.0,crowd,1
湯川,流入・流出河川,1.0,crowd,1
いた-,別名,1.0,crowd,0
チョウザメ類,動物,1.0,crowd,1
カモ,別名,0.0,crowd,0
-67.983,幅,0.0,crowd,0
"720,000▁m³利用目的",貯水量,0.0,crowd,0
扇状地堆積物,成因,0.0,crowd,0
ヴォルガ川,流入・流出河川,1.0,crowd,1
約4キロ,長さ,1.0,crowd,0
200m,座標・緯度,0.0,crowd,0
フィンランド,国,1.0,crowd,1
ザカフカース社会主義連邦ソビエト共和国,国,1.0,crowd,1
北緯36.59806度,島,0.0,crowd,0
シカ,別名,0.0,crowd,0
東経5度14分43秒,座標・経度,1.0,system,0
"1,900▁mi",長さ,0.0,crowd,0
ナイアガラ川,流入・流出河川,1.0,crowd,1
コロラド高原地域,湖岸の地域区分,0.0,crowd,0
ヨシ,植物,1.0,crowd,1
東経140.100度,座標・経度,1.0,system,0
128.057,座標・経度,0.0,crowd,0
トゥシュパ,湖岸の地域区分,0.0,crowd,1
にだぬま,読み,1.0,crowd,1
20.9,貯水量,0.0,crowd,0
マーナサローヴァル湖,別名,1.0,crowd,0
ヒメマス,別名,0.0,crowd,0
み,動物,0.0,crowd,0
ヨシ,動物,0.0,crowd,0
ヒノキ,植物,1.0,crowd,1
464▁km2,面積,1.0,crowd,1
アオサギ,構成する湖沼,0.0,crowd,0
淡水,水質（淡水・汽水）,0.0,system,1
アメリカ合衆国,国,1.0,crowd,1
氷河湖,種類,1.0,crowd,1
日本,国,0.0,system,1
エルティシ川,流入・流出河川,1.0,crowd,1
海草,動物,0.0,crowd,0
Μεγάλη▁Πρέσπα,動物,0.0,crowd,0
立木観音,観光地,0.0,crowd,1
アルゼンチン,国,1.0,crowd,1
浅間川,流入・流出河川,1.0,crowd,0
Te▁Ana-au,名前の謂れ,0.0,crowd,0
貝類,動物,0.0,crowd,0
20m,水面標高,1.0,crowd,1
アリゾナ州内,所在地,1.0,crowd,0
福島県福島市、吾妻連峰一切経山の山腹,所在地,1.0,crowd,0
グトルフォス滝,観光地,0.0,crowd,1
40.933,島,0.0,crowd,0
狸沼,別名,1.0,crowd,1
北緯35度9分44秒,座標・緯度,1.0,system,0
905▁▁m,水面標高,1.0,crowd,1
ソ連,国,0.0,crowd,0
139.10556,幅,0.0,crowd,0
5m,最大水深,0.0,crowd,0
アサザ,動物,1.0,crowd,0
別海十景,観光地,0.0,crowd,0
"1,972▁m",水面標高,1.0,crowd,1
東経134度5分38.30秒,幅,1.0,system,0
kriːmsvœʰtn̥,読み,0.0,crowd,0
イワズタ,動物,1.0,crowd,0
タヌキ,動物,1.0,crowd,1
東経98.8756度,幅,1.0,system,0
アラスジケマン,別名,0.0,crowd,0
新第三紀,形成時期,0.0,crowd,0
観光,産業,0.0,crowd,1
東経131度15分23秒,幅,1.0,system,0
13億,面積,0.0,crowd,0
ブリティッシュコロンビア州とアルバータ州,所在地,0.0,crowd,0
近代化産業遺産,観光地,0.0,crowd,0
北緯35.44917度,島,0.0,crowd,0
観光,産業,0.0,crowd,0
水草,植物,0.0,crowd,0
カザフスタンの東部,国内位置,1.0,crowd,1
東経136.727278度,幅,1.0,system,0
60km3,貯水量,0.0,crowd,0
林業,産業,1.0,crowd,0
84▁m,水深,0.0,crowd,0
東経143度52分33秒,幅,1.0,system,0
アルバニア,国,1.0,crowd,0
カルムィク共和国,国,1.0,crowd,1
64.42000,座標・緯度,0.0,crowd,0
農業,産業,0.0,crowd,0
淡水,水質（淡水・汽水）,1.0,crowd,1
ビャクシンの樹林,植物,1.0,crowd,0
シオニラ,動物,0.0,crowd,0
"風吹岳（1,888m）、岩菅山（1,889m）などに囲まれている",所在地,0.0,crowd,0
約880m,水面標高,1.0,crowd,0
処女湖,動物,0.0,crowd,0
貝類などの採集（潮干狩り）,産業,0.0,crowd,0
ホンマス,動物,1.0,crowd,1
石炭,産業,0.0,crowd,0
九頭竜川の支流である打波川の上流,所在地,0.0,crowd,0
人造湖,種類,0.0,crowd,1
北緯47.866667度,座標・緯度,1.0,system,0
2.6845,座標・緯度,1.0,crowd,0
灌漑用,流入・流出河川,0.0,crowd,0
T,所在地,0.0,crowd,0
農業,産業,1.0,crowd,0
フィヨルド,流入・流出河川,0.0,crowd,0
バクー,湖岸の地域区分,0.0,crowd,1
火山,形成時期,0.0,crowd,0
マサチューセッツ州ウースター郡ウェブスター,所在地,1.0,system,1
約4メートル,平均水深,1.0,crowd,1
中央排水路,流入・流出河川,1.0,crowd,0
Kuş島,島,1.0,crowd,1
コロラド川,流入・流出河川,1.0,crowd,1
中朝国境,所在地,0.0,crowd,0
泰澄大師が白山に棲んでいた大蛇を分けて刈り込み、この池に封じ込めたという伝説から名づけられた,名前の謂れ,0.0,crowd,0
東経5.11389度,幅,0.0,crowd,0
イリノイ州、ウィスコンシン州、ミシガン州に囲まれて,所在地,0.0,crowd,0
二,別名,0.0,crowd,0
第三紀島尻層群に含まれる島尻層泥岩や、琉球石灰岩に由来する島尻マージと呼ばれる「低島」,名前の謂れ,0.0,crowd,0
カワセミ,別名,0.0,crowd,0
タキタロウ,別名,0.0,crowd,0
湿地,種類,0.0,crowd,0
東経137度3分25.48秒,座標・経度,1.0,system,0
50▁m,水深,0.0,crowd,0
ボウバアマモ,動物,1.0,crowd,0
Birket▁Qarun,別名,0.0,crowd,0
小プレスパ湖,構成する湖沼,0.0,crowd,1
茨城県北ジオパーク,公園,0.0,crowd,0
サン＝ミトル＝レ＝ランパール,湖岸の地域区分,0.0,crowd,1
およそ10万3500年前,形成時期,1.0,crowd,0
西印旛沼,構成する湖沼,0.0,crowd,1
ビワマス,動物,1.0,crowd,1
人造,成因,0.0,crowd,1
北緯2.6845度,島,0.0,crowd,0
佐賀県立宇宙科学館,観光地,0.0,crowd,0
みどろがいけ,動物,0.0,crowd,0
イリノイ州,所在地,1.0,crowd,1
山,成因,0.0,crowd,0
"1,161▁▁km",周囲長,1.0,crowd,1
須賀川市,所在地,0.0,crowd,0
138.56083,座標・経度,0.0,crowd,0
市,湖岸の地域区分,0.0,crowd,0
アリゾナ州,湖岸の地域区分,1.0,crowd,0
北緯42.006度,座標・緯度,1.0,system,0
ウナギ,動物,1.0,crowd,1
鶴の舞橋,橋・トンネル,1.0,crowd,1
東経172度00分,座標・経度,1.0,system,0
オオバン,別名,0.0,crowd,0
آبسکون‎,島,0.0,crowd,1
Lake▁Chaubunagungamaug,別名,1.0,crowd,1
サンフアン・グースネック,観光地,0.0,crowd,0
長瀬川,流入・流出河川,1.0,crowd,1
89101112131415161718192021222324上水道,周囲長,0.0,crowd,0
北緯25度45分48秒,島,0.0,crowd,0
観光,産業,1.0,crowd,1
"4,800▁sq▁mi",面積,1.0,crowd,0
ヨシゴイ,動物,1.0,crowd,1
沖縄本島,島,0.0,crowd,0
与野町,湖岸の地域区分,0.0,crowd,0
バルト氷湖,種類,1.0,crowd,0
Kyoto,動物,0.0,crowd,0
ドイツ,国,0.0,crowd,0
S.,動物,0.0,crowd,0
淡水湖,種類,0.0,system,1
マール,種類,0.0,crowd,0
アムダリア川,流入・流出河川,1.0,crowd,1
リュウキュウアマモ,植物,0.0,crowd,0
ピック,流入・流出河川,0.0,crowd,0
込池,種類,0.0,crowd,0
洱海,動物,0.0,crowd,0
北緯48.000度,島,0.0,crowd,0
形態,動物,0.0,crowd,0
支,観光地,0.0,crowd,0
ビオビオ州トルパン東部,所在地,1.0,crowd,1
Gola▁Wanê,動物,0.0,crowd,0
Lake▁Powell,別名,0.0,crowd,0
35.5182389,島,0.0,crowd,0
カワホトトギスガイ,動物,1.0,crowd,0
ニプマク族の言語で「境界にある釣り場」という意味,名前の謂れ,0.0,crowd,0
湖,種類,1.0,crowd,1
清浄,流入・流出河川,0.0,crowd,0
北緯37.483度,島,0.0,crowd,0
グレンキャニオン国定レクリエーション地域,観光地,0.0,crowd,0
90.683,幅,0.0,crowd,0
北緯35.48861度,座標・緯度,1.0,system,0
2～6▁m,透明度,1.0,crowd,1
25056,座標・経度,0.0,crowd,0
千波湖八景,観光地,1.0,crowd,0
海跡,種類,0.0,crowd,0
420m,水面標高,1.0,crowd,1
40メートル,平均水深,1.0,crowd,1
国立公園,公園,0.0,crowd,0
"1,000▁▁m",水面標高,1.0,crowd,1
山桜,植物,0.0,crowd,1
オスウェゴ川,流入・流出河川,1.0,crowd,1
。パウェルという名前は、南北戦争の時に右腕を失った退役兵の探検家ジョン・ウェズリー・パウエルに因むもので,名前の謂れ,0.0,crowd,0
14.07500,座標・経度,0.0,crowd,0
"2,189.1▁m▁(7,1",水面標高,0.0,crowd,0
レインボーブリッジ国定公園,観光地,0.0,crowd,1
池,種類,1.0,crowd,1
青森県内,所在地,0.0,crowd,0
羽咋市から中能登町・七尾市にかけて延びる邑知潟地溝帯の南西部,所在地,1.0,crowd,0
潟湖,別名,0.0,crowd,0
北ホラント州とフレヴォラント州の間,所在地,1.0,crowd,1
қазақша版,別名,0.0,crowd,0
42.006,島,0.0,crowd,0
海岸部にできた,成因,0.0,crowd,0
270メートル,最大水深,1.0,crowd,1
"3,755▁km2▁(1,4",面積,0.0,crowd,0
堰止湖,成因,0.0,crowd,1
野付風蓮道立自然公園,公園,0.0,system,1
洱河,流入・流出河川,0.0,crowd,0
ビワマス,動物,1.0,crowd,0
治水橋,橋・トンネル,0.0,crowd,0
タンチョウ,別名,0.0,crowd,0
ミシガン州西部,湖岸の地域区分,0.0,crowd,0
ワカサギ,別名,0.0,crowd,0
中,別名,0.0,crowd,0
千曲川,流入・流出河川,0.0,crowd,0
キュスナハト,湖岸の地域区分,1.0,crowd,1
Hvítá,流入・流出河川,1.0,crowd,1
m2周囲長25,面積,0.0,crowd,0
沼池,種類,0.0,crowd,0
オオハクチョウ,別名,0.0,crowd,0
ニュージーランドの南島の南西隅,所在地,1.0,crowd,0
青森県上北郡六ヶ所村,所在地,1.0,system,1
福島県福島市,所在地,1.0,crowd,1
コンゴ共和国とコンゴ民主共和国の国境は川の,所在地,0.0,crowd,0
km3,貯水量,0.0,crowd,0
北緯36度56分10秒,座標・緯度,1.0,system,0
100km,長さ,1.0,crowd,1
佐濃,流入・流出河川,0.0,crowd,0
モンゴル帝国,国,0.0,crowd,1
ブオッシュ,湖岸の地域区分,1.0,crowd,1
汽水湖,種類,1.0,crowd,1
36.37000,座標・緯度,1.0,crowd,0
北緯41.667度,座標・緯度,1.0,system,0
マツバウミジグサ,動物,0.0,crowd,0
葛飾郡,所在地,0.0,crowd,0
ビワマス,別名,0.0,crowd,0
サンフアン川,流入・流出河川,1.0,crowd,1
オコタンペ湖,構成する湖沼,1.0,crowd,0
たかぬま,別名,0.0,crowd,1
サマキ,島,0.0,crowd,0
常,湖岸の地域区分,0.0,crowd,0
羽根倉橋,橋・トンネル,0.0,crowd,1
東経137度50分15秒,座標・経度,1.0,system,0
145▁▁m,水面標高,1.0,crowd,1
氷底湖,種類,1.0,crowd,1
渡り鳥,動物,0.0,crowd,0
ブラックバス,動物,1.0,crowd,0
北緯35度26分57秒,島,1.0,system,0
藺牟田火山の約50万～35万年前の火山活動,成因,0.0,crowd,0
マサチューセッツ州,湖岸の地域区分,0.0,crowd,0
漁業,産業,1.0,crowd,0
淡水湖,水質（淡水・汽水）,0.0,crowd,1
山形県鶴岡市大鳥,所在地,1.0,crowd,1
9.82▁km2▁(3.7,面積,0.0,crowd,0
Arter島,島,1.0,crowd,1
長白山,国,0.0,crowd,0
大正12年に1923年,形成時期,0.0,crowd,0
淡水,水質（淡水・汽水）,1.0,system,1
人造湖,種類,1.0,crowd,1
藻類,植物,0.0,crowd,0
湖,種類,1.0,crowd,1
三間堀,流入・流出河川,1.0,system,1
荒川,流入・流出河川,0.0,crowd,1
約6000年前,形成時期,1.0,crowd,0
43.44583,島,0.0,crowd,0
10m,最大水深,1.0,crowd,0
湖,種類,1.0,crowd,1
36.083,座標・経度,1.0,crowd,0
白鳥,別名,0.0,crowd,0
u▁mi)水面標高6▁m▁(20▁f,貯水量,0.0,crowd,0
長浜,観光地,0.0,crowd,0
1.71.81.91.92.22.42.23.03.12.93.02.4北印旛沼中央1.11.41.51.51.41.61.41.62.31.82.01.6,長さ,0.0,crowd,0
マオリ語で「渦巻く水の洞窟」を意味するTe▁Ana-auに基づいている,名前の謂れ,0.0,crowd,1
海跡湖,成因,1.0,crowd,1
シロウオ類,別名,0.0,crowd,0
水芭蕉,植物,0.0,crowd,1
ユタ州とアリゾナ州,所在地,0.0,system,0
Lake▁El'gygytgyn,動物,0.0,crowd,0
イェータランド,湖岸の地域区分,1.0,crowd,0
ミツガシワ,植物,1.0,crowd,1
マルケルメーア,別名,0.0,crowd,1
Ogurjaly▁adasy,別名,1.0,crowd,0
ロシア連邦,国,1.0,system,1
埼玉県行田市の南東部（埼玉地区）,所在地,0.0,crowd,1
435km,幅,1.0,crowd,1
東経131.25639度,幅,1.0,system,0
みどろ池,別名,0.0,crowd,1
ブラックレイク,湖岸の地域区分,0.0,crowd,1
皿ヶ嶺連峰県立自然公園,公園,1.0,system,1
塩湖,種類,1.0,crowd,1
Lake▁Moeris,動物,0.0,crowd,0
リュウキュウアマモ群落,動物,0.0,crowd,0
西シベリア,湖岸の地域区分,0.0,crowd,0
久喜市,湖岸の地域区分,0.0,crowd,0
黄緑藻類,植物,1.0,crowd,0
東経5.11389度,座標・経度,1.0,system,0
長野県大町市,所在地,1.0,crowd,1
湖,種類,1.0,crowd,1
ケニア,国,1.0,crowd,1
リュウキュウサルボウ,別名,0.0,crowd,0
人造,形成時期,0.0,crowd,0
ミシガン州,湖岸の地域区分,1.0,crowd,1
菖蒲町小林,所在地,0.0,crowd,0
クロモ,別名,0.0,crowd,0
渡良瀬川が,所在地,0.0,crowd,0
マケドニア,国,0.0,crowd,0
淡水湖,種類,1.0,crowd,1
Türkçe,島,0.0,crowd,0
武蔵,所在地,0.0,crowd,0
南緯45.20000度,島,0.0,crowd,0
638▁km2▁(246▁sq▁mi),面積,0.0,crowd,0
日本,国,1.0,crowd,1
印西市,湖岸の地域区分,0.0,crowd,1
約28m,最大水深,0.0,crowd,0
灌漑用として造られた,成因,0.0,crowd,0
ウズボイ,別名,0.0,crowd,0
芦の沢,流入・流出河川,1.0,crowd,1
面している,名前の謂れ,0.0,crowd,0
Tamun▁omo,別名,1.0,crowd,1
人工池,成因,0.0,crowd,0
群落,動物,0.0,crowd,0
1.05[1]▁km2周囲長7.5,面積,0.0,crowd,0
北緯35.80000度,座標・緯度,1.0,system,0
池,種類,1.0,crowd,1
白鳥,動物,0.0,crowd,1
シギ,別名,0.0,crowd,0
国立,公園,0.0,crowd,0
エルジシュ,所在地,0.0,crowd,0
コイ,動物,0.0,system,1
ペイジ,湖岸の地域区分,0.0,crowd,0
中華人民共和国,国,1.0,crowd,1
コガモ,別名,0.0,crowd,0
約40km,長さ,0.0,crowd,0
町,湖岸の地域区分,0.0,crowd,0
コクチバス,別名,0.0,crowd,0
ムジナモ,植物,1.0,crowd,1
コロラド川,流入・流出河川,0.0,crowd,0
北緯59度12分,島,0.0,crowd,0
213▁m,平均水深,1.0,crowd,1
ミネトンカ,名前の謂れ,0.0,crowd,0
東経30.66528度,座標・経度,1.0,system,0
サービス業,産業,0.0,crowd,0
養殖,産業,1.0,crowd,0
リリース,別名,0.0,crowd,0
"1,480▁ft",最大水深,1.0,crowd,1
漁業,産業,1.0,crowd,0
オオハクチョウ,動物,1.0,crowd,1
サケ,別名,0.0,crowd,0
カヤツリグサ科,植物,0.0,crowd,0
南緯54.533度,島,0.0,crowd,0
北緯35度29分19秒,座標・緯度,1.0,system,0
東経139度35分58.0秒,座標・経度,1.0,system,0
スマトラ島,島,1.0,crowd,0
イスラエル,国,0.0,crowd,0
鎮,流入・流出河川,0.0,crowd,0
北緯44度,島,0.0,crowd,0
北緯36.93611度,座標・緯度,1.0,system,0
北緯34.92944度,座標・緯度,1.0,system,0
海跡,形成時期,0.0,crowd,0
チリ,国,1.0,crowd,1
ブラウントラウト,別名,0.0,crowd,0
1.5m,水深,0.0,crowd,0
鴻沼橋,橋・トンネル,1.0,crowd,0
蛍,別名,0.0,crowd,0
ウシガエル,別名,0.0,crowd,0
Таймы́р,動物,0.0,crowd,0
地殻変動型,種類,1.0,crowd,1
サスカチュワン州,湖岸の地域区分,0.0,crowd,0
ウーリ州,所在地,1.0,crowd,0
チョウザメ,動物,1.0,crowd,1
